And uh, I don't remember the specifics as to what he did, but the bus driver Louie was about four and a half feet tall	driving	a 72-passenger diesel bus.	#face-to-face#	face-to-face_BorelRaymondHydeII.txt	drive	spoken	OANC_spoken	2
And uh, somewhere in the middle of VA. [SEP] Because we were	driving	from [SEP] // NC all the way up to Riverside, NJ. //	#face-to-face#	face-to-face_BorelRaymondHydeII.txt	drive	spoken	OANC_spoken	2
You've probably heard that story before. [SEP] Uh, we hadn't been married long and, and we were	driving	down the road one day. [SEP] I saw a box in the middle of the road, you know, and I looked over at him and, you know, men always automatically, you can just see them lining up like they're going to hit that, you know?	#face-to-face#	face-to-face_ChapmanDebbie.txt	drive	spoken	OANC_spoken	2
And I said, "What?" [SEP] He said, "I's	driving	down the road." [SEP] And he said, "I saw this bag in the road."	#face-to-face#	face-to-face_ChapmanDebbie.txt	drive	spoken	OANC_spoken	2
It was like, "No Jerry, I haven't." [SEP] But it was it was really scary, the, just the scary, I mean I, I, it's weird, it's like I during the hurricane I really felt safe in that building but,	driving	home and all the trees that were down. [SEP] It was like I was the only person on the road.	#face-to-face#	face-to-face_ChapmanDebbie.txt	drive	spoken	OANC_spoken	2
Absolutely. [SEP] They don't, I don't, their	driving	is, my	#face-to-face#	face-to-face_ChapmanDebbie.txt	drive	spoken	OANC_spoken	2
This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents. [SEP] And she was like	driving	on a curve. [SEP] And she was, she was going very, too fast, and she crashed and then she, um,	#face-to-face#	face-to-face_CorderoRosalinda.txt	drive	spoken	OANC_spoken	2
He says, "Well, here's, there's one lot left that actually overlooks this water, and it's on a hilltop," and uh, you know, kind of drew it out on this paper map and then we drove out there. [SEP] Well, we start	driving	in this truck, you know, I have a fairly large truck, and we're	#face-to-face#	face-to-face_FunkBernie.txt	drive	spoken	OANC_spoken	2
scream which I don't remember. [SEP] And I remember while my mother was	driving	me around, every time she would hit a bump, you know, that was like the mallet would, ah, increase the pain level about four times. [SEP] It was a fun trip.	#face-to-face#	face-to-face_GavinJeff.txt	drive	spoken	OANC_spoken	2
But we had, the two or three weeks before, we wound up, going to the hospital a lot, we knew her time was short. [SEP] And then, every time I wound up	driving	into Manhattan, you know, we lived on Staten Island, so I was	#face-to-face#	face-to-face_GavinJeff.txt	drive	spoken	OANC_spoken	2
Yeah this is how efficient the people were that were giving the tickets out were, uh, so that was fun. [SEP] You know	driving	into Manhattan getting a ticket. [SEP] How was it on the family to see, just to know that the end is near.	#face-to-face#	face-to-face_GavinJeff.txt	drive	spoken	OANC_spoken	2
And that's fine, you know, I'm	driving	. [SEP] I got, ah, at that point I was	#face-to-face#	face-to-face_LeakJeffrey.txt	drive	spoken	OANC_spoken	2
The lady's brother was my grandfather, who she later married, and they raised these two children like their own in addition to the other five children that they had. [SEP] Memaw had to quit	driving	once she had children of her own because they cried every time she took, drove, drove the car. [SEP] So she never drove again.	#face-to-face#	face-to-face_LowranceSally.txt	drive	spoken	OANC_spoken	2
We would sit around the fireplace, my cousin Matt and my cousin Jamie and Jeremy, and he would tell me these stories about, you know, this boyfriend and girlfriend. [SEP] I remember this one where one day they were, um, they were	driving	down the road, and actually I think this one might be a generic tale, but, uh, um they went to a gas station or something, and the guy gets out of the car to pump gas and the girl's been sitting in there but it's been a while. [SEP] So she looks around for him in the parking lot and she doesn't see him and she's worried, you know?	#face-to-face#	face-to-face_ManserAlexis.txt	drive	spoken	OANC_spoken	2
!" [SEP] And she's, she's scared because this guy's all frantic and so she runs around and gets in the driver's side and she decides to drive off. [SEP] Well she's	driving	down the road and she going down this dark country road. [SEP] And he said the name of it was Duck Creek Road, which was actually a road that my grandparents lived on.	#face-to-face#	face-to-face_ManserAlexis.txt	drive	spoken	OANC_spoken	2
When I was a teenager, an Audrey Hepburn movie came out called Wait Until Dark. [SEP] And I think I was probably 16 or 17 years old; we were of	driving	age. [SEP] And I had a group of girlfriends that I ran around with and there were, golly, there might've been 8 to 10 of us who were good friends.	#face-to-face#	face-to-face_NapierDianne.txt	drive	spoken	OANC_spoken	2
I said, "All right, cool." [SEP] He said this	driving	us on the way home one night. [SEP] This is how, this is how we interacting, so I'm thinking everything is cool, you know, funny dude at the job, you know, get along with him real easy-going compared to the assistant, uh, manager that was there, you know what I'm saying.	#face-to-face#	face-to-face_NesbittFrank.txt	drive	spoken	OANC_spoken	2
They got to pay though, you know, to come on the property because there're deer stand all throughout. [SEP] And I think they should make them pay to fish because big ass lake, a big old lake out there, and they, you know, I want to go fishing there, but I'm	driving	from out of town and it ain't like I'm carrying some fishing rods or nothing. [SEP] They got, they got, um, I think they should make people pay to fish too, and the people it's his, it's his niece, that's my Aunt Claudia.	#face-to-face#	face-to-face_PhillipsJason.txt	drive	spoken	OANC_spoken	2
That's all I remember. [SEP] Yeah you make this left turn and you	driving	for about five miles, and then you past part of the lake, you go on down and then you see the mailbox. [SEP] You think it, you think you are at, um, Aunt, well Aunt Claudia, well she live, you know, directly on the property, but, um, my granddaddy Owen property, my great, great, great granddaddy Owen property and the mailbox is at the end of the street, and you turn, make a right and get on this dirt road.	#face-to-face#	face-to-face_PhillipsJason.txt	drive	spoken	OANC_spoken	2
You think it, you think you are at, um, Aunt, well Aunt Claudia, well she live, you know, directly on the property, but, um, my granddaddy Owen property, my great, great, great granddaddy Owen property and the mailbox is at the end of the street, and you turn, make a right and get on this dirt road. [SEP] And you	driving	for about two more miles , two more miles and, I kid you not, you	#face-to-face#	face-to-face_PhillipsJason.txt	drive	spoken	OANC_spoken	2
And you	driving	for about two more miles , two more miles and, I kid you not, you	#face-to-face#	face-to-face_PhillipsJason.txt	drive	spoken	OANC_spoken	2
Um, and so that's been a, I think a good change for us, uh, since I work in that environment. [SEP] One thing, is it's been difficult trying to, now, now that my family starting to move down here, I think that the one drawback was, uh, just moving probably eight hours away,	driving	time, from um, from Dayton. [SEP] But now most of our family is in other places and so that's probably not as much of a factor.	#face-to-face#	face-to-face_PutnamScott.txt	drive	spoken	OANC_spoken	2
