False	True	went	1.9992659172751992e-30	came	3.090708583969334e-30	drove	1.0913445891202123e-30	walked	6.0681015927329765e-30	arrived	8.256277804842226e-31	None	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unSubj	pro	NA
False	True	went	3.143651195180264e-33	came	5.051900276602192e-33	drove	1.7960795021009943e-33	walked	9.913947344953897e-33	arrived	1.2910201794417586e-33	None	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	pro	NA
False	True	went	5.934870427767976e-27	came	7.9542711966806e-27	drove	2.8879141898670386e-27	walked	1.7005724234226067e-26	arrived	2.2982601894920865e-27	None	come	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameSubj	pro	NA
False	True	went	4.0434584729330356e-30	came	6.04102912533064e-30	drove	2.0403509468328295e-30	walked	1.2673256330763962e-29	arrived	1.553354440561402e-30	None	come	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameSubj	pro	NA
False	True	went	6.369796188379079e-29	came	9.597644750917788e-29	drove	3.259908098468183e-29	walked	2.0114927234633494e-28	arrived	2.645791366718885e-29	None	come	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unObj	pro	NA
False	True	went	6.934325512112382e-32	came	1.1417341543696254e-31	drove	3.621507723060564e-32	walked	2.373429548934458e-31	arrived	2.920905358515597e-32	None	come	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unObj	pro	NA
False	True	went	1.8767361694811222e-26	came	3.420956980339283e-26	drove	1.0125183314244048e-26	walked	6.7156897691338e-26	arrived	8.192611995914066e-27	None	come	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameObj	pro	NA
False	True	went	1.9178499894315654e-29	came	3.8256226308069694e-29	drove	1.0511597005807736e-29	walked	7.332111172658422e-29	arrived	8.417742437325187e-30	None	come	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameObj	pro	NA
False	True	went	1.9992659172751992e-30	came	3.090708583969334e-30	drove	1.0913445891202123e-30	walked	6.0681015927329765e-30	arrived	8.256277804842226e-31	None	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	unSubj	non	NA
False	True	went	3.143651195180264e-33	came	5.051900276602192e-33	drove	1.7960795021009943e-33	walked	9.913947344953897e-33	arrived	1.2910201794417586e-33	None	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	non	NA
False	True	went	5.934870427767976e-27	came	7.9542711966806e-27	drove	2.8879141898670386e-27	walked	1.7005724234226067e-26	arrived	2.2982601894920865e-27	None	come	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	nameSubj	non	NA
False	True	went	4.0434584729330356e-30	came	6.04102912533064e-30	drove	2.0403509468328295e-30	walked	1.2673256330763962e-29	arrived	1.553354440561402e-30	None	come	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	nameSubj	non	NA
False	True	went	6.369796188379079e-29	came	9.597644750917788e-29	drove	3.259908098468183e-29	walked	2.0114927234633494e-28	arrived	2.645791366718885e-29	None	come	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	unObj	non	NA
False	True	went	6.934325512112382e-32	came	1.1417341543696254e-31	drove	3.621507723060564e-32	walked	2.373429548934458e-31	arrived	2.920905358515597e-32	None	come	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	unObj	non	NA
False	True	went	1.8767361694811222e-26	came	3.420956980339283e-26	drove	1.0125183314244048e-26	walked	6.7156897691338e-26	arrived	8.192611995914066e-27	None	come	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	nameObj	non	NA
False	True	went	1.9178499894315654e-29	came	3.8256226308069694e-29	drove	1.0511597005807736e-29	walked	7.332111172658422e-29	arrived	8.417742437325187e-30	None	come	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	nameObj	non	NA
False	False	went	4.022005522849295e-32	came	2.4025941638618112e-32	drove	9.323219060340066e-33	walked	2.066088640763915e-32	arrived	3.286007279794003e-32	None	come	Paul was building a deck in his backyard. A neighbor lent him her sander. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	unSubj	pro	NA
False	False	went	1.043437182752873e-31	came	7.925891524247793e-32	drove	3.0052035524387933e-32	walked	5.832735360681658e-32	arrived	8.202456687275202e-32	None	come	A man was building a deck in his backyard. A neighbor lent him her sander. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	unSubj	pro	NA
False	False	went	6.61393537280282e-27	came	4.003677526767311e-27	drove	1.6464297511145445e-27	walked	2.6444263512122206e-27	arrived	6.0028824148049826e-27	None	come	Paul was building a deck in his backyard. Susan lent him her sander. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	nameSubj	pro	NA
False	False	went	6.076951508079289e-27	came	4.437051002021712e-27	drove	1.6349452311805117e-27	walked	2.6080109848534797e-27	arrived	5.16299037329457e-27	None	come	A man was building a deck in his backyard. Susan lent him her sander. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	nameSubj	pro	NA
False	False	went	5.328931794100165e-29	came	4.2942015752711203e-29	drove	1.0005759730361326e-29	walked	2.0948624875677422e-29	arrived	3.662887950289751e-29	None	come	Paul was building a deck in his backyard. He borrowed a sander from a neighbor. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	unObj	pro	NA
False	False	went	8.876879340562706e-29	came	8.485529111748177e-29	drove	1.6730746927901851e-29	walked	3.395538967510003e-29	arrived	6.239910524944477e-29	None	come	A man was building a deck in his backyard. He borrowed a sander from a neighbor. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	unObj	pro	NA
False	False	went	1.0066934953215312e-26	came	4.375834814892138e-27	drove	2.2536265997565683e-27	walked	3.520816598584879e-27	arrived	6.461001765553822e-27	None	come	Paul was building a deck in his backyard. He borrowed a sander from Susan. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	nameObj	pro	NA
False	False	went	1.6696157511881064e-26	came	8.155461767654372e-27	drove	3.5463467444321166e-27	walked	5.903156191790531e-27	arrived	1.1044503969885338e-26	None	come	A man was building a deck in his backyard. He borrowed a sander from Susan. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	nameObj	pro	NA
False	True	went	3.6535033639994164e-32	came	5.518046132959294e-32	drove	1.905064378525975e-32	walked	9.613144971148831e-32	arrived	1.7036960001261667e-32	None	come	Paul was building a deck in his backyard. A neighbor lent him her sander. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	unSubj	non	NA
False	True	went	1.2993527989193542e-31	came	1.9838184718144845e-31	drove	7.061882126340021e-32	walked	3.1542078695625e-31	arrived	5.121018792716922e-32	None	come	A man was building a deck in his backyard. A neighbor lent him her sander. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	unSubj	non	NA
False	True	went	5.777712867085657e-27	came	8.742379995881818e-27	drove	2.9707227965248515e-27	walked	1.2650957828046566e-26	arrived	2.8359110884528403e-27	None	come	Paul was building a deck in his backyard. Susan lent him her sander. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	nameSubj	non	NA
False	True	went	5.8522704686101596e-27	came	9.20207705700525e-27	drove	2.97927724611201e-27	walked	1.2454928321993753e-26	arrived	2.4805395213282455e-27	None	come	A man was building a deck in his backyard. Susan lent him her sander. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	nameSubj	non	NA
False	True	went	4.2073407001001874e-29	came	6.584247535087945e-29	drove	1.6029648592587378e-29	walked	1.0331302886218676e-28	arrived	1.2781796703820915e-29	None	come	Paul was building a deck in his backyard. He borrowed a sander from a neighbor. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	unObj	non	NA
False	True	went	6.518870398254791e-29	came	1.094275802548949e-28	drove	2.5176048208543e-29	walked	1.5576678565423673e-28	arrived	2.0278101613129857e-29	None	come	A man was building a deck in his backyard. He borrowed a sander from a neighbor. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	unObj	non	NA
False	True	went	5.724624371594772e-27	came	7.404661520887264e-27	drove	2.4305012109625597e-27	walked	1.665552454571981e-26	arrived	1.5845646725136209e-27	None	come	Paul was building a deck in his backyard. He borrowed a sander from Susan. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	nameObj	non	NA
False	True	went	9.319724994546316e-27	came	1.3299580915776084e-26	drove	3.881423074771807e-27	walked	2.605839409527309e-26	arrived	2.7795114658165e-27	None	come	A man was building a deck in his backyard. He borrowed a sander from Susan. When she 	came	 to retrieve it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	nameObj	non	NA
False	True	went	2.57366179324578e-36	came	4.69101554290049e-36	drove	1.2465275811172299e-36	walked	5.4222832451370584e-36	arrived	8.335253235124115e-37	None	come	Jill's son wanted to learn to play the flute. A neighbor offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	expt	expt	3	expt	3	named	unSubj	pro	NA
False	True	went	3.545283380530769e-37	came	6.6692247472831115e-37	drove	1.716306729143625e-37	walked	7.875282497602307e-37	arrived	1.1643386723065379e-37	None	come	A woman's son wanted to learn to play the flute. A neighbor offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	expt	expt	3	expt	3	unnamed	unSubj	pro	NA
True	True	went	3.948287881853464e-31	came	7.692586391116738e-31	drove	1.9029812427950144e-31	walked	7.041511433711403e-31	arrived	1.3703026256965453e-31	None	come	Jill's son wanted to learn to play the flute. James offered to lend her his old flute. When she 	came	 to pick it up, they chatted for a while about the weather.	expt	expt	3	expt	3	named	nameSubj	pro	NA
