True	True	go	9.311495659153425e-133	come	9.980625345280672e-133	drive	1.040731279283363e-132	walk	5.129791413441034e-133	arrive	2.9653033610042905e-132	None	arrive	" And I see you have your your housemaid in attendance? " # " Cook, actually, " I said. # Berta drew up all five feet one inch of herself in magisterial silence. # " My family could not arrive in time for the funeral, " I said. # " What a pity. " # Not really. " Yes, " I said. " They set off from Rome just as soon as they heard the news. I believe they'll	arrive	home sometime tomorrow. " Mother, Father, and my sister, Lillian, were at present hurtling across the Atlantic aboard a Cunard ocean liner, returning from a three-month-long European shopping excursion. " And my brother, Andrew, is in the thick of studying for his final exams at Yale, so I told him to stay absolutely chained to his desk, or Father would be cross. "	annotated	natural	natural	COCA; 2015; New York, N.Y. : Minotaur Books,Edition: First edition; Come hell or highball :a mystery; Chance, Maia; FIC: Come hell or highball :a mystery	1	believe	homebase	homebase	
False	False	go	1.618394517665508e-107	come	1.4883355505177856e-106	drive	1.2700846659653793e-107	walk	3.620196783209653e-107	arrive	9.714201620372193e-108	None	arrive	I arrived at the INPO office for an 11:00 AM press conference. Two TV stations, 1 or 2 radio stations and several print journalists were there. I knew many of them so we did that right cheek, left cheek, right cheek kiss thing around the room for several minutes. Then we ordered macchiato. We stood/sat around waiting for that to	arrive	-- no need to get in any hurry you know.	annotated	natural	natural	CORE; Personal Blog; Way Down In Kosovo; http://waydowninkosovo1.blogspot.com/	1	none	3rd	none	
False	False	go	4.653649712145958e-156	come	5.73859477749582e-155	drive	9.548487090224787e-156	walk	1.4755618788632566e-155	arrive	4.160027276368822e-156	None	arrive	" They say that Sahalie Falls is 100 feet tall. The pure drop after the first dip is about 80 feet. It's an impressive sight by itself, never mind seeing somebody kayak off it, " says photographer Tim Kemple. A recent snowstorm left the landscape highlighting vibrant blue and green hues. " The water was bright blue, the moss was electric green, and the snow juxtaposes everything perfectly, " says Kemple. The group waited for clouds to	arrive	, ensuring Kemple was photographing in even light.	annotated	natural	natural	CORE; Personal Blog; Extreme Photo of the Week -- National Geographic; http://adventure.nationalgeographic.com/adventure/extreme-photo-of-the-week/	1	none	3rd	none	
False	False	go	3.1526415770375384e-118	come	4.09693602067663e-117	drive	3.058910516775349e-118	walk	1.0194642643690729e-117	arrive	3.1298681069118258e-118	None	arrive	Washington wrote to Alexander Hamilton on the 22nd, " The distressed situation of the army, for want of blankets and many necessary articles of clothing, is truly deplorable, and inevitably must bring destruction to it, unless a speedy remedy is applied. " Local leaders did what they could to supply the army with food and clothing. Reinforcements sent by Congress began to	arrive	, and Washington felt the army was sufficiently ready to mount an attack.	annotated	natural	natural	CORE; Historical Article; History of the Battle of the Brandywine; http://www.ushistory.org/brandywine/thestory.htm	1	none	3rd	none	
False	False	go	4.519369869271389e-55	come	3.7802041559305366e-54	drive	2.624855095150582e-55	walk	4.7314193698062026e-55	arrive	1.966172187750763e-55	None	arrive	So why should you buy an eBook reader? Convenience. Instead of going to a bookstore to make a purchase or ordering a book online and waiting for it to	arrive	, you can purchase and download an eBook anytime, from any location with a Wi-Fi connection.	annotated	natural	natural	CORE; Review; eBook Reader 2013 | Compare Best eReaders | eBook Reader; http://ebook-reader-review.toptenreviews.com/	1	none	3rd	none	
False	False	went	9.367451284206474e-141	came	7.798351944158972e-141	drove	2.2065080171844055e-141	walked	1.7242603176518e-141	arrived	6.863619882032412e-141	None	arrive	Packages addressed to Nicholas Danner c/o Toyco. # Why they weren't sent to his home, Danner couldn't say. He didn't even know where they came from. No notes included. No return address. # The contents of these tiny parcels were oddly shaped bits of plastic and metal, like pieces left over from an assemble-it-yourself kit, or the sweepings of a junk shop. # It could have been a joke, or the activity of a schizophrenic, he thought, until the third package	arrived	with a note.	annotated	natural	natural	COCA; 2017; Hoboken Vol. 132, Iss. 3/4,  (Mar/Apr 2017): 84-176.; The Man Who Put the Bomp; Chwedyk, Richard; FIC: Fantasy & Science Fiction	3	none	3rd	none	
False	False	went	5.868327785149428e-85	came	3.1941088651964293e-85	drove	2.2365699199047952e-85	walked	1.08606736013356e-85	arrived	3.0091831990511944e-85	None	arrive	To celebrate our friend's birthday, my family invited a few people over for lunch, including a local pastor, his wife, and their young children. I tidied up the house and inspected every corner (or so I thought) before everyone	arrived	. After our guests left, I went into the bathroom and closed the door -- and was mortified to see my bra hanging behind the door!	annotated	natural	natural	COCA; 2008 (Dec 2008); Vol. 211, Iss. 6; pg. 80; RED IN THE FACE; MAG: Redbook	3	none	3rd	none	
False	False	went	2.196632869755704e-137	came	1.8313262500780175e-137	drove	1.0726708793396127e-137	walked	5.621696002470849e-138	arrived	8.357152618256491e-138	None	arrive	Chunyu Bai stood at the bus stop, waiting for a tunnel bus. # " The Cross Harbour Tunnel is a wonderful piece of engineering linking Kowloon and Hong Kong island. In the past, if you wanted to go to the Hong Kong side from Kowloon or vice versa, you had to waste a lot of time, first on the bus and then the ferry. But now, a tunnel bus from Mongkok to Causeway Bay takes less than fifteen minutes, " he thought. # The bus	arrived	. # He got on. # He dropped a coin into the fare box, climbed to the upper deck, and chose a window seat.	annotated	natural	natural	COCA; 2004 (Summer); Vol. 47, Iss. 4; pg. 10, 33 pgs; Intersection; Liu Yichang; FIC: Literary Review	3	none	3rd	none	
False	False	gone	1.8626030734726588e-134	come	2.7040981272943346e-134	driven	1.0337013857831333e-135	walked	9.890847140113099e-135	arrived	7.143645885140024e-135	None	arrive	We'll go to the market in Beaumont. I've read it's wonderful and they sell live animals. " # " I've always wanted a goat. " # They laugh, clicking glasses, proud that they made it this far. That they have reached this place. They have opened the shutters and made food from the garden. Sonia is savoring the dry red wine Katrine and Michel left them when she hears the mewing. On the windowsill just outside she sees the cat. She hasn't even thought about the cat since they	arrived	, but now he is on the ledge, begging to be let in. # Pet care was part of their exchange. She hadn't minded.	annotated	natural	natural	COCA; 2003 (Winter); Vol. 132, Iss. 1; pg. 106, 15 pgs; Exchanges; Mary Morris; FIC: Daedalus	5	none	3rd	none	FID
False	False	went	2.6465125066619115e-161	came	1.792727682661774e-161	drove	5.068852861967161e-162	walked	1.5954037261352112e-161	arrived	9.242258664901731e-162	None	arrive	He recalled how intensely the man had worked during the recent space mission. Spivey was driven, all right. Sometimes that could be a good thing. It could also make some people dangerous. " You're sure these people will keep their word? " she whispered to Manella. He looked back with amusement. " Of course I'm not sure! Lustig may be nonviolent, but what do we know about his backers? " Again, he shrugged. " We'll find out soon enough. " Ask a foolish question.. Teresa thought. Their tour guide	arrived	at last, a dark-haired, dark-skinned young man with broad shoulders and a pleasant smile.	annotated	natural	natural	COCA; 1990; Bantam Books, New York; Earth; David Brin; FIC: Earth	3	none	3rd	none	
False	False	went	3.257234026543256e-148	came	8.923199807791044e-149	drove	5.728143903226604e-149	walked	5.453214886072798e-149	arrived	5.500019700344352e-149	None	arrive	Rothberg applied regular admission to Harvard. The Harvard interview was at the suburban mansion of a prominent St. Louis lawyer, known to their family. Rothberg followed the lawyer from one room to another in his meandering rec-room basement playing pinball and choosing songs from his 1950s era jukeboxes. The assumption seemed to be not only that he would get into Harvard but that he would go. # " What are you going to do, stay at home and look at me? " His mother said when the admission letter	arrived	. " I'm going to work every day. " She shrugged her shoulders characteristically. " I'm not sure I even like the idea of you waiting around for me to die. " But Rothberg didn't believe her. This was his father's issue. For once, his father didn't say a word.	annotated	natural	natural	COCA; 2019 (2018/09/22); Issue 100; Rothberg's Fathe	3	none	3rd	none	
False	False	gone	5.177994858853877e-93	come	1.5925704648873638e-92	driven	5.741444481181419e-93	walked	4.53568828781325e-93	arrived	1.296947285956165e-92	None	arrive	Henry followed Richard and McCampbell outside. Snow had fallen the previous night. Only patches remained, but the cold crept through Henry's boots, resoled many times since he was a quartermaster for Jubal Early. The swan was the biggest and finest he had ever seen, and it had the river all to itself. # Nelle	arrived	with baby John and his nurse, Pearl. Nelle was due to give birth again in the spring, and her shape showed through her winter coat. # " You shouldn't have walked, " said Richard, sounding anxious. # " A five-minute stroll, " Nelle said. " It's bad enough I can't ride. "	annotated	natural	natural	COCA; 2019 (2018/01/01); Vol. 54, Issue 1; Carbon Tet: Rapidan, Virginia, December 1910	5	none	accompaniment	with baby John and his nurse	
False	False	go	6.500663746391552e-81	come	6.406913953714202e-80	drive	9.134665552650011e-81	walk	1.6375874464664346e-80	arrive	3.6297801638416157e-81	None	arrive	If memory serves, in one of his last chapters he wrote about female penguins and this strange, innate sense they seem to have. Even though they are hundreds of miles away from their eggs, they somehow know exactly when their chicks will hatch and are able to	arrive	home within hours of the big event.	annotated	natural	natural	CORE; Personal Blog; Cynicism & Hypocrisy :: 2 Sides of the Same Coin; http://joelnclark.com/2012/09/2-sides/	1	none	homebase	home	
False	False	go	1.000715842366511e-122	come	6.065022482254035e-122	drive	3.830244764258352e-123	walk	2.9892528889800213e-122	arrive	6.54984614637106e-123	None	arrive	You're back at your desk at HackFix by 2:00 p.m. The rest of your afternoon is spent catching up on the trajectories of HackFix projects during your vacation. A costly five-year effort finally succeeded in cracking security at the Yunnan-Hanoi Auspicious Electron particle accelerator, and a root kit has installed itself in the unit's software controller. # It's dark by the time you	arrive	home at your apartment. You phone out for Chinese and when it arrives, you eat it standing up, out of the carton, gazing through the window at the lights of Central Park far below. The lake has frozen over but you can't spot any skaters. The Park Conservancy probably thinks the ice is still too thin.	annotated	natural	natural	COCA; 2017; Hoboken Vol. 132, Iss. 5/6,  (May/Jun 2017): 208-228; The First Day of Someone Else's Life; Schoffstall, John; FIC: Fantasy & Science Fiction	1	none	homebase	home	
False	False	go	3.209737363407535e-77	come	4.8337105693677504e-76	drive	1.9716346505681027e-77	walk	7.549119179902749e-77	arrive	3.558486064173851e-77	None	arrive	Is there assigned seating on the bus? # There is no assigned seating on the bus - it's first come, first serve. If you have a number of people in your party that want to sit together, you should make sure to	arrive	15-20 minutes early.	annotated	natural	natural	CORE;   Informational Description; Sex and the City Hotspots - Zerve; http://www.zerve.com/OnLocation/SATC	1	none	listener	none	
False	False	go	8.387810024850611e-111	come	2.1855712135442233e-110	drive	3.245411612762239e-111	walk	1.7354042516792736e-110	arrive	4.678282181620727e-111	None	arrive	Corkscrew Swamp, where a boardwalk takes us through a fascinating and beautiful natural world of giant cypresses and Virginia creeper, will produce stunning nature images by the dozens, and overall is a very exciting place. # On Day Six, return to Palm Beach Gardens via Lake Okeechobee and the rural heart of South Florida. In the early afternoon, you will	arrive	back at the hotel where tour services will end.	annotated	natural	natural	COCA; 1996 (Jan); Jan96, Vol. 62 Issue 1, p24, 4p, 1bw; Photographer's paradise.; Goldberg, Gerald S.; ACAD: PSA Journal	1	none	listener	back at the hotel	
False	False	go	6.115460247187332e-19	come	8.549420423217195e-18	drive	9.229337256926223e-19	walk	2.88710714119106e-18	arrive	1.2851885957426195e-18	None	arrive	Catch the BC Ferry ($82.25 for two) from Victoria for the hour-and-a-half journey to Vancouver. When you	arrive	, seek out the Granville Island Farmers Market to browse local shops like coffee roaster JJ Bean and the Granville Island Tea Co. Take Edible Canada's Shop and Sample Tour ($40) to meet farmers and artisans, do some tasting, and snag discounts. Next, head toward the harbor to explore historic Gastown, which is packed with boutiques, cocktail bars, and art galleries.	annotated	natural	natural	COCA; 2013; Aug2013, Vol. 42 Issue 7, p94. 1p; THE PACIFIC Northwest; KELSO, STIRLING; MILLER, JENNIFER; MAG: Money	1	none	listener	none	
False	False	went	4.151103233220385e-127	came	8.06696316849317e-127	drove	6.7230656151660326e-127	walked	1.90821313402194e-126	arrived	6.6408656319160845e-127	None	arrive	One day she went by the placement office and was told she had missed a NASA recruiter the day before. Darden filled out an application and was later offered the job in its computing pool. The notice arrived about the time she received offers from the Norfolk Division of Virginia State College (now Norfolk State University) and Hampton Institute, but NASA offered more money and more adventure. Or so she thought. # She	arrived	in 1967 when NASA had seen some of its most historic achievements. Computer pools were now integrated.	annotated	natural	natural	COCA; 2017 (17-01-01); "Hidden Figures" no longer. New movie highlights the achievements ...; NEWS: Virginian-Pilot	3	none	protagonist	none	
False	False	go	4.268068644602245e-191	come	3.357449824059832e-190	drive	4.903123209984546e-191	walk	1.607330341731674e-190	arrive	1.3203923045618884e-190	None	arrive	Foggy became more of a nuisance than a partner. The more she gave Spurgell, the less there was for Foggy. At first, Foggy didn't mind; he knew that deep down she still cared. He could take the punches as long as Spurgell got the love. # Marge spent her days napping with Spurgell and keeping a snug home. She gave up smoking for the babe and upped the ante on sweets. Most of her clothes didn't fit anymore, so she took to wearing loose nighties. More often than not, Foggy would	arrive	home from work and find the two of them curled up on the couch in front of the TV, fast asleep, their faces smudged with whatever colour icing she'd used that day for baking.	annotated	natural	natural	COCA; 2019 (2018/03/22); Vol. 98, Issue 1; THE OICKELS	1	none	protagonist	home	
