True	True	went	3.4516631284434265e-125	came	5.029156590763575e-125	drove	9.153278220304022e-127	walked	7.146165733849254e-126	arrived	4.0144887084682366e-127	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unSubj	pro	NA
True	True	went	9.759464285674697e-122	came	1.4219775310679508e-121	drove	2.5880593952453928e-123	walked	2.0205549227645956e-122	arrived	1.1350835153257345e-123	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	pro	NA
True	True	went	1.3896982333671998e-125	came	2.024823909354948e-125	drove	3.685265363080595e-127	walked	2.877167766994124e-126	arrived	1.6163013765907261e-127	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameSubj	pro	NA
True	True	went	3.9293261745762226e-122	came	5.725123192146915e-122	drove	1.0419966942266033e-123	walked	8.135097493867094e-123	arrived	4.570039129756715e-124	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameSubj	pro	NA
True	True	went	7.814046735795179e-123	came	1.1385254927696524e-122	drove	2.072164667803098e-124	walked	1.6177845562587716e-123	arrived	9.08819928856658e-125	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unObj	pro	NA
True	True	went	2.2093960855033152e-119	came	3.219143488671524e-119	drove	5.8589776339449404e-121	walked	4.5742327716217756e-120	arrived	2.5696585407470917e-121	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unObj	pro	NA
True	True	went	2.8987470513840346e-128	came	4.223544504761319e-128	drove	7.687030067609586e-130	walked	6.001433534749036e-129	arrived	3.3714145539266445e-130	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameObj	pro	NA
True	True	went	8.196112212707494e-125	came	1.1941933560522233e-124	drove	2.1734825391716358e-126	walked	1.6968856480396724e-125	arrived	9.532564073276462e-127	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She came over to the table and explained the mistake.	come	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameObj	pro	NA
True	True	went	3.4516631284434265e-125	came	5.029156590763575e-125	drove	9.153278220304022e-127	walked	7.146165733849254e-126	arrived	4.0144887084682366e-127	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	unSubj	non	NA
True	True	went	9.759464285674697e-122	came	1.4219775310679508e-121	drove	2.5880593952453928e-123	walked	2.0205549227645956e-122	arrived	1.1350835153257345e-123	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She came over to the counter and explained the mistake.	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	non	NA
