False	False	went	1.70251655618e-06	came	5.23346505021e-11	drove	5.23346505021e-11	walked	5.23346505021e-11	arrived	5.23346505021e-11	b'Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She  ***mask***  over to the table and explained the mistake.'	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unSubj	pro	NA
False	False	went	2.33785476667e-06	came	4.89091232792e-11	drove	4.89091232792e-11	walked	4.89091232792e-11	arrived	4.89091232792e-11	b'A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She  ***mask***  over to the table and explained the mistake.'	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	pro	NA
False	False	went	1.42615022014e-06	came	6.83601161788e-11	drove	6.83601161788e-11	walked	6.83601161788e-11	arrived	6.83601161788e-11	b'Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She  ***mask***  over to the table and explained the mistake.'	come	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameSubj	pro	NA
False	False	went	2.46270496973e-06	came	7.03598498908e-11	drove	7.03598498908e-11	walked	7.03598498908e-11	arrived	7.03598498908e-11	b'A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She  ***mask***  over to the table and explained the mistake.'	come	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameSubj	pro	NA
False	False	went	1.33972253025e-06	came	5.27727896105e-11	drove	5.27727896105e-11	walked	5.27727896105e-11	arrived	5.27727896105e-11	b'Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She  ***mask***  over to the table and explained the mistake.'	come	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	unObj	pro	NA
False	False	went	1.62760557032e-06	came	4.56634521862e-11	drove	4.56634521862e-11	walked	4.56634521862e-11	arrived	4.56634521862e-11	b'A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She  ***mask***  over to the table and explained the mistake.'	come	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	unObj	pro	NA
False	False	went	1.68876215412e-06	came	6.88868961873e-11	drove	6.88868961873e-11	walked	6.88868961873e-11	arrived	6.88868961873e-11	b'Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She  ***mask***  over to the table and explained the mistake.'	come	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	named	nameObj	pro	NA
False	False	went	1.78908032922e-06	came	6.94995241912e-11	drove	6.94995241912e-11	walked	6.94995241912e-11	arrived	6.94995241912e-11	b'A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She  ***mask***  over to the table and explained the mistake.'	come	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the table and explained the mistake.	expt	expt	1	expt	3	unnamed	nameObj	pro	NA
False	False	went	1.01414943856e-05	came	1.17637261043e-10	drove	1.17637261043e-10	walked	1.17637261043e-10	arrived	1.17637261043e-10	b'Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She  ***mask***  over to the counter and explained the mistake.'	come	Laura was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	unSubj	non	NA
False	False	went	1.20720505947e-05	came	1.12943855657e-10	drove	1.12943855657e-10	walked	1.12943855657e-10	arrived	1.12943855657e-10	b'A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She  ***mask***  over to the counter and explained the mistake.'	come	A woman was working at Starbucks. A woman bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	unSubj	non	NA
False	False	went	6.85207351125e-06	came	1.63267413478e-10	drove	1.63267413478e-10	walked	1.63267413478e-10	arrived	1.63267413478e-10	b'Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She  ***mask***  over to the counter and explained the mistake.'	come	Laura was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	nameSubj	non	NA
False	False	went	1.01459145299e-05	came	1.50184364944e-10	drove	1.50184364944e-10	walked	1.50184364944e-10	arrived	1.50184364944e-10	b'A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She  ***mask***  over to the counter and explained the mistake.'	come	A woman was working at Starbucks. Maria bought a latte and a biscotti from her, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	nameSubj	non	NA
False	False	went	5.07142431161e-06	came	9.91098800251e-11	drove	9.91098800251e-11	walked	9.91098800251e-11	arrived	9.91098800251e-11	b'Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She  ***mask***  over to the counter and explained the mistake.'	come	Laura was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	unObj	non	NA
False	False	went	6.87067995386e-06	came	9.44376521428e-11	drove	9.44376521428e-11	walked	9.44376521428e-11	arrived	9.44376521428e-11	b'A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She  ***mask***  over to the counter and explained the mistake.'	come	A woman was working at Starbucks. She sold a latte and a biscotti to a woman, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	unObj	non	NA
False	False	went	5.93504546487e-06	came	1.29608990207e-10	drove	1.29608990207e-10	walked	1.29608990207e-10	arrived	1.29608990207e-10	b'Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She  ***mask***  over to the counter and explained the mistake.'	come	Laura was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	named	nameObj	non	NA
False	False	went	8.62219076225e-06	came	1.42522590951e-10	drove	1.42522590951e-10	walked	1.42522590951e-10	arrived	1.42522590951e-10	b'A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She  ***mask***  over to the counter and explained the mistake.'	come	A woman was working at Starbucks. She sold a latte and a biscotti to Maria, but forgot the bag with the biscotti. She 	came	 over to the counter and explained the mistake.	expt	expt	1	expt	3	unnamed	nameObj	non	NA
False	False	went	6.69682704029e-05	came	9.1603885588e-10	drove	9.1603885588e-10	walked	9.1603885588e-10	arrived	9.1603885588e-10	b'Paul was building a deck in his backyard. A neighbor lent him her sander. When he  ***mask***  to return it, he gave her a plate of cookies as thanks.'	come	Paul was building a deck in his backyard. A neighbor lent him her sander. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	named	unSubj	pro	NA
False	False	went	9.41101097851e-06	came	2.14147005684e-10	drove	2.14147005684e-10	walked	2.14147005684e-10	arrived	2.14147005684e-10	b'A man was building a deck in his backyard. A neighbor lent him her sander. When he  ***mask***  to return it, he gave her a plate of cookies as thanks.'	come	A man was building a deck in his backyard. A neighbor lent him her sander. When he 	came	 to return it, he gave her a plate of cookies as thanks.	expt	expt	2	expt	3	unnamed	unSubj	pro	NA
